Id	Label	Country	turnover	employees	assets	profit_before_tax	profit_after_tax
CA*110140530646	MICROSOFT MOBILE CANADA INC.	US					
DE4050139586	MICROSOFT MOBILE DEUTSCHLAND GMBH	US	60	1.0	24	0.0	0.0
DE4050190975	NOKIA TECHNOLOGY GMBH	US			106		
DE4050292629	NOKIA DISPLAY TECHNICS GMBH I.L.	US		1.0			
DE4050293626	NOKIA UNTERSTÜTZUNGSGESELLSCHAFT MBH	US			75		
NL59638672	MICROSOFT MOBILE GLOBAL FINANCE B.V.	US					
MX*110022932369	MICROSOFT MOBILE MEXICO, S.A. DE C.V.	US					
FI24229862	MICROSOFT MOBILE SALES INTERNATIONAL OY	US	925		155	7.0	5.0
YY*110022932360	VENTAS DE CELULARES MX SA	US					
MX*110022932370	MICROSOFT MOBILE SERVICIOS, S.A. DE C.V.	US					
TW*110166473912	MICROSOFT MOBILE TAIWAN CORPORATION	US					
GB01500669	MICROSOFT MOBILE UK HOLDINGS LIMITED	US		3.0	98	0.0	0.0
GB02616325	NOKIA (UK) PENSION TRUSTEES COMPANY LIMITED	US			<0,5		
GB02212202	MICROSOFT MOBILE UK LIMITED	US	237	3.0	255	9.0	6.0
PHAS94003070	NOKIA (PHILIPPINES), INC.	US	1		6	1.0	0.0
CHCHE106090290	NOKIA (SCHWEIZ) AG	US		15.0			
BG130140607	NOKIA BULGARIA EOOD	US	<0,5	1.0	0	0.0	0.0
AE0000047852	NOKIA CORPORATION MIDDLE EAST & AFRICA FZ LLC	US	5	80.0			
FI23771473	NOKIA FINLAND OY	US			13		
RO16367144	NOKIA ROMANIA SRL	US	9	570.0	77	0.0	0.0
TH0105537000945	MICROSOFT MOBILE (THAILAND) COMPANY LIMITED	US	3		5	-1.0	-1.0
BR02140198000134	MICROSOFT MOBILE TECNOLOGIA LTDA.	US	307	1001.0			
TH*110020556534	NOKIA THAILAND LTD	US					
IN0007435342	NOKIA INDIA SALES PRIVATE LIMITED	US	1		192	5.0	13.0
FI20583661	NOKIA INTERNATIONAL OY	US	2		11	1.0	0.0
YY*110137961544	NOKIA INTERNATIONAL OY / AL-URDON LLC	US					
PK0059855	NOKIA PAKISTAN MOBILE (PRIVATE) LIMITED	US					
YY*290244348	NOKIA EA PRIVATA LIMITED	US					
YY*290244346	NOKIA INTERNATIONAL EGYPT LLC	US					
IN*290244347	PT NOKIA INDONESIA	US					
MA181143-81	NOKIA MAROC	US					
NO928109941	NOKIA NORGE AS	US	<0,5	1.0	3	0.0	0.0
AU*413387904	TROLLTECH PTY , BRISBANE	US					
SG198900336W	NOKIA PTE LTD	US	7		36	1.0	1.0
IN0012105968	MICROSOFT MOBILE INDIA PRIVATE LIMITED	US					
MY129710-D	NOKIA (M) SDN BHD	US	14		16	1.0	0.0
CL968794205	NOKIA CHILE S A	US	6	18.0			
FR493271522	NOKIA FRANCE SA	US	83	23.0	26	2.0	2.0
NG*110022932396	NOKIA WEST AFRICA (NIGERIA) LIMITED	US					
VE*190521673738	NOKIA DE VENEZUELA CA	US					
CO8300518875	MICROSOFT COLOMBIA S A S	US	0	1.0	3	0.0	0.0
AR30-69154843-7	NOKIA ARGENTINA SA	US		75.0			
TR260211F	MICROSOFT MOBILE KOMÜNIKASYON ANONIM SIRKETI	US		40.0			
BE0437910359	MICROSOFT	US	174	389.0	88	28.0	17.0
GB01624297	MICROSOFT LIMITED	US	1293	3104.0	592	150.0	116.0
GB03232655	LIONHEAD STUDIOS LIMITED	US	24	80.0	4	1.0	1.0
GB02611800	MICROSOFT PROPERTIES UK LIMITED	US	4		56	2.0	2.0
BM37999R	RI HOLDINGS	US					
DE8330001687	MICROSOFT DEUTSCHLAND GMBH	US	896	2408.0	428	168.0	114.0
IE348353	MICROSOFT ROUND ISLAND ONE	US	9658		17285	3854.0	3530.0
NL24384984	MICROSOFT FINANCING INTERNATIONAL B.V.	US		7.0	334		
IE342235	MICROSOFT IRELAND RESEARCH	US					
DE5010337019	EUROPÄISCHES MICROSOFT INNOVATIONS CENTER GMBH	US			2		
IE256796	MICROSOFT IRELAND OPERATIONS LIMITED	US	20807	781.0	14815	1062.0	896.0
AT9110865644	MICROSOFT DATACENTER (AUSTRIA) GMBH	US			92		
NL34143486	MICROSOFT DATACENTER NETHERLANDS B.V.	US	300	17.0	1101	14.0	11.0
DE8330480840	MICROSOFT DEUTSCHLAND MCIO GMBH	US		2.0			
LULB97198	MICROSOFT LUXEMBOURG SARL	US	895	9.0	526	30.0	21.0
GB09616816	MSFT MCIO LIMITED	US	35	2.0	64	2.0	2.0
NL53866169	MICROSOFT MOPR B.V.	US			103535	33753.0	33753.0
GB03369488	MICROSOFT RESEARCH LIMITED	US	52	130.0	56	-2.0	-2.0
IT01939130223	THE MICROSOFT RESEARCH - UNIVERSITY OF TRENTO CENTRE FOR COMPUTATIONAL AND SYSTEMS BIOLOGY, SOCIETA' CONSORTILE A R.L.	US	1	21.0	8	0.0	0.0
DE8330312919	MICROSOFT SYSTEM MARKETING DEUTSCHLAND GMBH	US	25	95.0	17	3.0	2.0
GB04618485	MICROSOFT SYSTEM MARKETING LIMITED	US	2	4.0	2	1.0	1.0
IE394613	SKYPE	US	4		532	-96.0	-96.0
IE493836	SKYPE IRELAND TECHNOLOGIES HOLDINGS	US					
IE499865	MICROSOFT PAYMENTS	US					
IE362396	MICROSOFT FLAT ISLAND COMPANY	US	2046		1752	804.0	804.0
IE348351	MICROSOFT GLOBAL FINANCE	US					
IE348350	MICROSOFT ROUND ISLAND THREE LIMITED	US		4.0	252	1.0	1.0
BM34593R	MICROSOFT ASIA ISLAND LIMITED	US					
NL53763114	MICROSOFT C-O HOLDINGS COOPERATIEF U.A.	US			0	0.0	0.0
NL17103708	MICROSOFT INTERNATIONAL HOLDINGS B.V.	US		17.0	8244	-68.0	-68.0
DE7270292811	CODENAUTS GMBH	US		1.0			
NO979158831	MICROSOFT DEVELOPMENT CENTER NORWAY AS	US	44	278.0	543	231.0	228.0
NO980313514	FAST SEARCH & TRANSFER INTERNATIONAL AS	US	0		297	-5.0	-4.0
JP*416524577	FAST SEARCH & TRANSFER JAPAN CO LTD	US					
BR*110009283382	FAST SEARCH & TRANSFER BRAZIL S.A.	US					
US169345173L	FAST-USA	US					
LU*B000035906	SKYPE GLOBAL	US					
LU*P0070704	SKYPE	US					
LU*925403819	SKYPE GLOBAL HOLDCO S.À R.L.	US					
LU*925403823	SKYPE LUXEMBOURG HOLDINGS S.A.	US					
IE493837	SKYPE TECHNOLOGIES IRELAND LIMITED	US			0		
LULB96677	SKYPE TECHNOLOGIES SA	US	246		935	226.0	226.0
US*190521504192	QIK, INC.	US					
LULB100467	SKYPE SOFTWARE SARL	US	0		3	0.0	0.0
SE5567026769	SKYPE SWEDEN AB	US	31	134.0	17	4.0	3.0
RU86572601	QIK RU CO., LTD.	US	5	60.0	1	0.0	0.0
SE5567597686	MOJANG SYNERGIES AB	US	157		1056	553.0	519.0
SE5568192388	MOJANG AB	US	447	38.0	495	204.0	159.0
IT03126921208	SOLAIR S.R.L.	US	15	16.0	14	13.0	9.0
FR*110000776589	SOLAIR FRANCE SARL	US					
US263171099L	EQUIVIO INC.	US					
US124131063L	GENE ED INC	US					
US770333710	INFORMATICA CORP	US	1048	3664.0	1830	170.0	114.0
US169794096L	29WEST INC	US		35.0			
GB06373448	29 WEST LIMITED	US			1		
GB07897159	DATA SCOUT SOLUTIONS GROUP LIMITED	US			3		
DE8170890175	DATA SCOUT SOLUTIONS GMBH	US			0		
GB07199706	DATA SCOUT SOLUTIONS LIMITED	US			1		
US*B000063611	IDENTITY SYSTEMS INC	US					
GB02886107	IDENTITY SYSTEMS (UK) LIMITED	US			3		
IE326989	INFORMATICA IRELAND LIMITED	US			8		
US*B000040123	SIPERIAN INC	US					
US137561427L	INFORMATICA CORP OF DELAW	US					
US146385450L	INFORMATICA ECS INC	US					
US129568162L	INFORMATICA GLOBAL INC	US					
US292057937L	INFORMATICA INC	US					
US286461302L	INFORMATICA INC	US					
US283193183L	INFORMATICA INC	US					
US131343006L	INFORMATICA INTERAMERICANA	US					
US147979927L	INFORMATICA OF AMERICA INC	US					
CA253163486L	INFORMATICA SOFTWARE LTD.	US					
US123039704L	INFORMATICA TECHNOLOGIES INC	US					
US141488989L	INFORMATICS	US					
US141276233L	INFORMATICS CORP	US					
US164681124L	SIPERIAN INC	US					
US186853221L	STRIKEIRON INC	US					
US272646782L	STRIKEIRON, LLC	US					
US166250418L	WISDOMFORCE TECHNOLOGIES	US					
US272646785L	WISDOMFORCE TECHNOLOGIES, INC.	US					
GB*1550045304	29WEST LTD.	US					
US124078438L	ACTIVE ENDPOINTS	US	3	35.0			
IL*1550045305	ACTIVEBASE LTD.	US					
DE7150080919	ADDRESSDOCTOR GMBH	US		30.0	5		
US*190521497406	AGENT LOGIC, INC.	US					
US136802068L	APPLIMATION	US	18	75.0			
IN0000211268	APPLIMATION INDIA PRIVATE LIMITED	US	0		0	0.0	0.0
DE*1550213942	DATA SCOUT SOLUTIONS GMBH	US					
US*1550213945	DATA SCOUT SOLUTIONS LLC	US					
US*1550213947	HEILER SOFTWARE CORPORATION	US					
DE*110001238273	HEILER SOFTWARE GMBH	US					
IL53-251-4114	I.D.I INFORMATICA DATA INTEGRATION LTD	US					
IL53-348-4648	ACTIVE BASE LTD	US					
GB*1550045309	IDENTITY SYSTEMS UK LTD.	US					
US*1550213952	IDENTITY SYSTEMS, INC.	US					
PH*1550045310	INFA SOFTWARE PHILIPPINES CORPORATION	US					
SE5567931091	INFA SWEDEN AB	US	13	11.0	12	0.0	0.0
PT507752422	INFO.CORP, INFORMÁTICA PORTUGAL, UNIPESSOAL, LDA	US	1	1.0	1	0.0	0.0
CN*907086613	INFORMATICA (BEIJING) INFORMATION TECHNOLOGY COMPANY LTD	US					
AU114300686	INFORMATICA AUSTRALIA PTY LIMITED	US	1	15.0			
BE0472109292	INFORMATICA BELGIE	US	1	4.0	3	0.0	0.0
KY*907086594	INFORMATICA CAYMAN LTD	US					
ESB62198247	INFORMATICA DATA INTEGRATION IBERICA SL	US	6	32.0	8	0.0	0.0
PT*340615021	INFO CORP INFORMATICA PORTUGAL LDA	US					
DE6070628650	INFORMATICA DEUTSCHLAND GMBH	US		2.0			
DE7330067501	HEILER SOFTWARE AG	US	26	145.0	34	0.0	1.0
GB05695640	INFORMATICA DEVELOPMENT LIMITED	US	14	52.0	11	1.0	1.0
US*190521540081	INFORMATICA FEDERAL OPERATIONS CORPORATION	US					
FR421340076	INFORMATICA FRANCE	US	24	50.0	29	1.0	1.0
DE6070482460	INFORMATICA GMBH	US	33	177.0	38	4.0	2.0
DE*1550213968	INFORMATICA HOLDING GMBH & CO. KG	US					
US*D00341712	INFORMATICA INTERNATIONAL INC	US					
JP2011101046292	INFORMATICA JAPAN CO.,LTD.	US	28	40.0			
KR*907086623	INFORMATICA KOREA CORPORATION	US					
RU67537123	INFORMATICA RESEARCH AND DEVELOPMENT CENTER LIMITED LIABILITY COMPANY	US	2	285.0	5	0.0	0.0
SG200607626M	INFORMATICA S.E.A. PTE. LTD.	US					
ZA201112812107	INFORMATICA SOFTWARE (PTY) LTD	US					
CHCHE108542239	INFORMATICA SOFTWARE (SCHWEIZ) GMBH	US		15.0			
MX*110140439438	INFORMATICA SOFTWARE DE MEXICO, S DE R.L. DE C.V.	US					
IT05804300969	INFORMATICA SOFTWARE ITALIA S.R.L.	US	8	27.0	7	0.0	0.0
AE*906079663	INFORMATICA SOFTWARE JLT	US					
GB03352679	INFORMATICA SOFTWARE LIMITED	US	49	104.0	56	4.0	3.0
HK0000271153	INFORMATICA SOFTWARE LIMITED	US		100.0			
MX*110140439439	INFORMATICA SOFTWARE SERVICES DE MEXICO, S.A. DE C.V.	US					
TW27993679	INFORMATICA TAIWAN CO., LTD.	US					
DE*1550213986	INFORMATICA VERWALTUNGS GMBH	US					
BR04869651000173	IS INFORMATICA SOFTWARE LTDA.	US	2	76.0			
US127543590L	ITEMFIELD INC	US					
US123446180L	SIPERIAN INC	US	18	175.0			
GB06287946	SIPERIAN UK LIMITED	US			1		
US*1550213991	TIERDATA, INC.	US					
US*908316247	WISDOMFORCE TECHNOLOGIES INC	US					
US224289578L	INMAGE SYSTEMS INC	US					
US132246351L	INTENTIONAL SOFTWARE CORP	US					
US160293723L	MICROSOFT	US					
ALK81830011C	MICROSOFT ALBANIA	US					
US222332438L	MICROSOFT BUILDING 10	US					
US149209406L	MICROSOFT BUSINESS DIVISION	US					
US127611985L	MICROSOFT BUSINESS SOLUTIONS	US					
US123883906L	MICROSOFT CORP	US					
US126996945L	FRX SOFTWARE CORP	US					
US145281449L	FRX SOFTWARE CORP	US					
US130334680L	MICROSOFT CORP	US					
US130334679L	PROCLARITY CORP	US					
US149127627L	MICROSOFT OFFICE LIVE MEETING	US					
US203506374L	MICROSOFT CAFE	US					
US192682434L	MICROSOFT CAFE	US					
US192682437L	MICROSOFT CAFE	US					
US201073758L	MICROSOFT CAFE	US					
CA149108732L	MICROSOFT CANADA CO	US					
CA259651274L	MICROSOFT CANADA INC	US					
CA132776075L	MICROSOFT CANADA INC	US					
US174185973L	MICROSOFT CO STORE	US					
US123477053L	MICROSOFT CORP	US					
US169479951L	MICROSOFT DATA CENTER	US					
US189839349L	MICROSOFT DATA CENTER	US					
US209480316L	MICROSOFT DYNAMICS PO	US					
US149209407L	MICROSOFT ENTERTAINMENT & DEVICES DIVISION	US					
US132920414L	DANGER	US					
US124006115L	DANGER RESEARCH	US					
US149209410L	MICROSOFT GAME STUDIOS	US					
DK29970955	UBERDRUCK APS	US			0	0.0	0.0
US164179806L	MULTIMAP	US					
US149179834L	XBOX	US					
US132090906L	MICROSOFT EXECUTIVE BRIEFING CENTER	US					
US167974035L	MICROSOFT EYLER	US					
US131253191L	MICROSOFT GOVERNMENT AFFAIRS	US					
US168702885L	MICROSOFT HARRISON	US					
US267451988L	MICROSOFT INC	US					
US173403435L	MICROSOFT INTERNET	US					
US168688551L	MICROSOFT JARVI	US					
US131024722L	MICROSOFT LATIN AMERICA	US					
US149106066L	MICROSOFT PUERTO RICO SA	US					
MXMME910620Q85	MICROSOFT MEXICO S DE RL DE CV	US		600.0			
US202119201L	MICROSOFT OPERATIONS	US					
US238209467L	MICROSOFT OPERATIONS PR LLC	US					
US177025608L	MICROSOFT OPERATIONS PUERTO RICO	US					
US132187742L	MICROSOFT PLATFORM PRODUCTS & SERVICES DIVISION	US					
US196842135L	ADECN	US					
US911819567	AQUANTIVE INC.	US	442	2106.0	952	92.0	54.0
US128743251L	AQUANTIVE	US					
US200635512L	AQUANTIVE	US					
US150238226L	DRIVE PERFORMANCE MEDIA	US					
US140188064L	GREENFIELD ONLINE INC	US					
US170881623L	HOT MAIL	US					
US141673714L	HOTMAIL CORP	US					
US134277644L	JELLYFISH INC	US					
US470912023	LINKEDIN CORPORATION	US	2991	9372.0	7011	-215.0	-166.0
US*908312583	BLACKFLIPPER LLC	US					
US*Z00053688	CAREERIFY	US					
US255477770L	CONNECTIFIER INC	US					
US202520883L	FLIPTOP INC	US	1	1.0			
US264316943L	HEIGHTEN SOFTWARE INC	US	1				
US*908301620	INDEXTANK	US					
US*918499182	MAYBE INC	US					
US265731029L	NEWSLE INC	US					
US281329178L	POINTDRIVE HOLDINGS LLC	US		15.0			
US*190521533952	RAPPORTIVE, INC.	US					
US143687920L	REFRESH INC	US		1.0			
GBIM010090V	LINKEDIN GLOBAL LTD	US					
US280901891L	BIZO	US					
US200568549L	BIZO INC	US					
US237501932L	BRIGHT MEDIA CORP	US					
US288589667L	LINKEDIN	US					
US290864822L	LINKEDIN	US					
US200193510L	LYNDA COM INC	US					
US*Z00008784	COMPILR	US					
US292151600L	LYNDA COM	US					
CN*110137173981	BEIJING LINKEDIN INFORMATION TECHNOLOGY CO., LTD.	US					
AU140982243	LINKEDIN AUSTRALIA PTY LIMITED	US	61	267.0	21	0.0	-1.0
GBIM010348V	LINKEDIN CN LIMITED	US					
MX*110137173982	LINKEDIN DE MÉXICO, S. DE R.L. DE C.V.	US					
FR519059281	LINKEDIN FRANCE SAS	US	27	20.0	12	1.0	1.0
DE8170916079	LINKEDIN GERMANY GMBH	US		45.0	4		
HK0016664469	LINKEDIN HK HOLDING LIMITED	US					
HK0018652105	LINKEDIN HONG KONG LIMITED	US					
GBIM010098V	LINKEDIN INTERNATIONAL	US					
IE477441	LINKEDIN IRELAND UNLIMITED COMPANY	US	43	11.0	30	-5.0	-5.0
AT9030190192	LINKEDIN AUSTRIA GMBH	US		68.0	5		
IT11410911009	LINKEDIN ITALY S.R.L.	US	8	28.0	4	1.0	0.0
NL34370729	LINKEDIN NETHERLANDS B.V.	US	14	57.0	5	0.0	0.0
ESB86198611	LINKEDIN SPAIN SL	US	4	16.0	2	0.0	0.0
SE5568464969	LINKEDIN SWEDEN AB	US	11	31.0	5	1.0	1.0
JP*190621215185	LINKEDIN JAPAN K.K.	US					
AE*1550210244	LINKEDIN MIDDLE EAST FZ-LLC	US					
BR13638767000192	LINKEDIN REPRESENTACOES DO BRASIL LTDA.	US	1	151.0			
SG201109821G	LINKEDIN SINGAPORE PTE. LTD.	US					
CA*190521472194	LINKEDIN TECHNOLOGY CANADA INC	US					
GB06441873	LINKEDIN TECHNOLOGY UK LIMITED	US	90	259.0	31	11.0	9.0
IE477442	LINKEDIN TECHNOLOGY UNLIMITED COMPANY	US	11		24	3.0	3.0
GBIM010097V	LINKEDIN WORLDWIDE	US					
US139523871L	MSN	US					
US132144019L	MSNBC INTERACTIVE NEWS LLC	US					
US148829164L	MSNBC INTERACTIVE NEWS LLC	US					
US149142876L	MSN CARPOINT INC	US					
US169345182L	NAVIC SYSTEMS INC	US					
US132954523L	POWERSET INC	US					
US164179686L	STRATATURE INC	US					
US126624606L	SYBARI SOFTWARE INC	US					
US132931248L	TELLME NETWORKS INC	US					
US147422078L	TELL ME NETWORKS INC	US					
US132299296L	TELLME NETWORKS	US					
US201921192L	YAMMER INC	US					
US209995983L	MICROSOFT PUERTO RICO INC	US					
US180957213L	MICROSOFT PUERTO RICO INC	US					
US206800842L	MICROSOFT SERVER & TOOLS DIVISION	US					
US126392110L	MICROSOFT TECHNOLOGY CENTER	US					
US164179731L	MICROSOFT WINDOWS & WINDOWS LIVE DIVISION	US					
US145027243L	MICROSOFTCOM	US					
US132169801L	MICROSOFTS WINDOWS MOBILE GROUP	US					
US273807968L	MSFT AOC OB ONLINE	US					
US275474786L	MSFT APOC 9	US					
US263130518L	MSFT CHINA BUFFER	US					
US169224474L	MSFT GROUP	US					
US263130623L	MSFT HANOI OPTIMIZATION OUTBOUND	US					
US275745020L	MSFT HANOI OPTIMIZATION OUTBOUND	US					
US273809561L	MSFT PRECISION PARCEL	US					
US275474114L	MSFT SURFACE HUB OUTBOUND	US					
US132962018L	PARATURE INC	US					
US264124553L	PARATURE	US					
US209556477L	REVOLUTION ANALYTICS INC	US					
GB08398001	REVOLUTION ANALYTICS LIMITED	US			0		
US248913398L	XAMARIN INC	US					
SE5569528150	ROBOVM AB	US	1	4.0	0	0.0	0.0
DK33644949	XAMARIN DENMARK APS	US		4.0	1	0.0	0.0
CYC217402	MICROSOFT (CYPRUS) LIMITED	US					
US2-41300	MICROSOFT CAPITAL GROUP LLC	US					
IN0010899854	MICROSOFT CORPORATION (INDIA) PVT LTD	US	942		653	77.0	42.0
CR3101148960	MICROSOFT DE CENTROAMERICA SOCIEDAD ANONIMA	US					
GT31075205115	MICROSOFT DE GUATEMALA	US					
