22. 	NIKE PEGASUS	GB	100.00	100.00	n.a.	n.a.		C			n.a.	GB2-95855	n.a.	1
23. 	NIKE TRGOVINA NA DEBELO D.O.O.	SI	100.00	100.00	1.73	6	LJUBLJANA	C	4616	Agents involved in the sale of textiles, clothing, fur, footwear and leather goods	0.47	SI3868613	0	1
														
24. 	NIKE WAFFLE	GB	100.00	100.00	n.a.	n.a.		C			n.a.	GB2-95859	n.a.	1
25. 	UMBRO HONG KONG LTD	HK	100.00	100.00	n.a.	n.a.		C			n.a.	HK2-95766	n.a.	1
26. 	UMBRO INTERNATIONAL JV	US	100.00	100.00	n.a.	n.a.		C			n.a.	US2-95886	n.a.	1
27. 	UMBRO SPORTWEAR LTD	GB	100.00	100.00	n.a.	n.a.		C			n.a.	GB2-95862	n.a.	1
28. 	UMBROCOM	GB	100.00	100.00	n.a.	n.a.		C			n.a.	GB2-95864	n.a.	1
29. 	NIKE INDIA PRIVATE LIMITED	IN	-	100.00	127.2	n.a.	BANGALORE	C	1520	Manufacture of footwear	100.27	IN0000399209	-16	1
30. 	NIKE VISION TIMING & TECHLAB LP	US	-	100.00	n.a.	n.a.	HILLSBORO	C	4771	Retail sale of clothing in specialised stores	n.a.	US129156096L	n.a.	1
														
31. 	NIKE INTERNATIONAL HOLDING B.V.	NL	-	WO	n.a.	1	HILVERSUM	F	6420	Activities of holding companies	53.54	NL32124648	n.a.	1
31.1. 	NIKE (UK) LIMITED	GB	100.00	100.00	95.48	264	SUNDERLAND	C	4616	Agents involved in the sale of textiles, clothing, fur, footwear and leather goods	114.34	GB01887016	18	2
														
	No subsidiaries match the selected criteria in the applied filter.													
31.2. 	NORTH WEST MERCHANDISING LIMITED	GB	100.00	100.00	n.a.	n.a.	SUNDERLAND	C	8299	Other business support service activities nec	4.31	GB04077874	n.a.	2
														
	No subsidiaries match the selected criteria in the applied filter.													
32. 	NIKE UK HOLDING B.V.	NL	-	WO	n.a.	1	HILVERSUM	C	7010	Activities of head offices	0.21	NL32128692	n.a.	1
32.1. 	NIKE VAPOR LTD.	GB	100.00	100.00	n.a.	n.a.	SUNDERLAND	C	4642	Wholesale of clothing and footwear	0.18	GB06403083	0	2
														
32.1.1. 	NIKE MERCURIAL I LIMITED	GB	100.00	100.00	n.a.	n.a.	SUNDERLAND	C	4642	Wholesale of clothing and footwear	0.69	GB00198168	-1	3
														
	No subsidiaries match the selected criteria in the applied filter.													
33. 	TWIN DRAGONS HOLDING B.V.	NL	-	WO	n.a.	1	HILVERSUM	F	6420	Activities of holding companies	0.04	NL32125793	n.a.	1
33.1. 	CONVERSE CANADA HOLDING B.V.	NL	100.00	100.00	n.a.	n.a.	HILVERSUM	F	6420	Activities of holding companies	0.01	NL32143512	n.a.	2
33.2. 	CONVERSE EUROPE LIMITED	GB	100.00	100.00	21.46	46	LONDON	C	4642	Wholesale of clothing and footwear	14.91	GB07133557	2	2
														
34. 	HURLEY INTERNATIONAL LLC	US	>50.00	n.a.	n.a.	n.a.	COSTA MESA	C	1520	Manufacture of footwear	n.a.	US124188330L	n.a.	1
35. 	NIKE CANADA LTD	CA	>50.00	n.a.	n.a.	n.a.	THORNHILL	C	1520	Manufacture of footwear	n.a.	CA149198231L	n.a.	1
	No subsidiaries match the selected criteria in the applied filter.													
36. 	NIKE DE MEXICO S DE RL DE CV	MX	>50.00	n.a.	n.a.	300	GUADALAJARA	C	4642	Wholesale of clothing and footwear	n.a.	MXNME920220KL4	n.a.	1
														
37. 	NIKE FACTORY STORE	US	>50.00	n.a.	n.a.	n.a.	FOLSOM	C	1520	Manufacture of footwear	n.a.	US124143000L	n.a.	1
37.1. 	NIKE FACTORE STORE	US	>50.00	n.a.	n.a.	n.a.	ORANGE	C	1520	Manufacture of footwear	n.a.	US165671946L	n.a.	2
37.2. 	NIKE FACTORE STORE	US	>50.00	n.a.	n.a.	n.a.	LOVELAND	C	1520	Manufacture of footwear	n.a.	US133158861L	n.a.	2
37.3. 	NIKE FACTORY	US	>50.00	n.a.	n.a.	n.a.	KISSIMMEE	C	1520	Manufacture of footwear	n.a.	US131112346L	n.a.	2
37.4. 	NIKE FACTORY	US	>50.00	n.a.	n.a.	n.a.	NORTH BEND	C	1520	Manufacture of footwear	n.a.	US132601654L	n.a.	2
37.5. 	NIKE FACTORY OUTLET	US	>50.00	n.a.	n.a.	n.a.	QUIL CEDA VILLAGE	C	1520	Manufacture of footwear	n.a.	US132301597L	n.a.	2
														
37.6. 	NIKE FACTORY OUTLET STORE	US	>50.00	n.a.	n.a.	n.a.	TEMPE	C	1520	Manufacture of footwear	n.a.	US133310452L	n.a.	2
37.7. 	NIKE FACTORY ST	US	>50.00	n.a.	n.a.	n.a.	SAINT AUGUSTINE	C	1520	Manufacture of footwear	n.a.	US131112347L	n.a.	2
37.8. 	NIKE FACTORY STORE	US	>50.00	n.a.	n.a.	n.a.	LAKE ELSINORE	C	1520	Manufacture of footwear	n.a.	US123965903L	n.a.	2
37.9. 	NIKE FACTORY STORE PRIME OUTLE	US	>50.00	n.a.	n.a.	n.a.	ORLANDO	C	1520	Manufacture of footwear	n.a.	US149428509L	n.a.	2
37.10. 	NIKE FS ALBERTVILLE	US	>50.00	n.a.	n.a.	n.a.	ALBERTVILLE	C	1520	Manufacture of footwear	n.a.	US181730442L	n.a.	2
37.11. 	NIKE FS CELEBRATION	US	>50.00	n.a.	n.a.	n.a.	KISSIMMEE	C	1520	Manufacture of footwear	n.a.	US131195321L	n.a.	2
37.12. 	NIKE FS CHICAGO	US	>50.00	n.a.	n.a.	n.a.	AURORA	C	1520	Manufacture of footwear	n.a.	US179357598L	n.a.	2
37.13. 	NIKE FS EDINBURGH	US	>50.00	n.a.	n.a.	n.a.	EDINBURGH	C	1520	Manufacture of footwear	n.a.	US192769944L	n.a.	2
37.14. 	NIKE FS ELLENTON	US	>50.00	n.a.	n.a.	n.a.	ELLENTON	C	1520	Manufacture of footwear	n.a.	US197234115L	n.a.	2
37.15. 	NIKE FS FINGER LAKES	US	>50.00	n.a.	n.a.	n.a.	WATERLOO	C	1520	Manufacture of footwear	n.a.	US127478468L	n.a.	2
37.16. 	NIKE FS FL CITY	US	>50.00	n.a.	n.a.	n.a.	HOMESTEAD	C	1520	Manufacture of footwear	n.a.	US181628826L	n.a.	2
37.17. 	NIKE FS FRANKLIN MILLS	US	>50.00	n.a.	n.a.	n.a.	PHILADELPHIA	C	1520	Manufacture of footwear	n.a.	US163791753L	n.a.	2
37.18. 	NIKE FS JACKSON	US	>50.00	n.a.	n.a.	n.a.	JACKSON	C	1520	Manufacture of footwear	n.a.	US184068711L	n.a.	2
37.19. 	NIKE FS JERSEY GARDENS	US	>50.00	n.a.	n.a.	n.a.	ELIZABETH	C	1520	Manufacture of footwear	n.a.	US126759813L	n.a.	2
37.20. 	NIKE FS JERSEY SHORES	US	>50.00	n.a.	n.a.	n.a.	TINTON FALLS	C	1520	Manufacture of footwear	n.a.	US173966808L	n.a.	2
37.21. 	NIKE FS JOHNSON CREEK	US	>50.00	n.a.	n.a.	n.a.	JOHNSON CREEK	C	1520	Manufacture of footwear	n.a.	US179128404L	n.a.	2
37.22. 	NIKE FS KENSINGTON VALLEY	US	>50.00	n.a.	n.a.	n.a.	HOWELL	C	1520	Manufacture of footwear	n.a.	US125724575L	n.a.	2
37.23. 	NIKE FS KISSIMME	US	>50.00	n.a.	n.a.	n.a.	KISSIMMEE	C	1520	Manufacture of footwear	n.a.	US149423349L	n.a.	2
37.24. 	NIKE FS KS CITY	US	>50.00	n.a.	n.a.	n.a.	EDWARDSVILLE	C	1520	Manufacture of footwear	n.a.	US181391652L	n.a.	2
37.25. 	NIKE FS LAKE BUENA VISTA	US	>50.00	n.a.	n.a.	n.a.	ORLANDO	C	1520	Manufacture of footwear	n.a.	US131094181L	n.a.	2
37.26. 	NIKE FS LIBERTY VILLAGE	US	>50.00	n.a.	n.a.	n.a.	FLEMINGTON	C	1520	Manufacture of footwear	n.a.	US169445088L	n.a.	2
37.27. 	NIKE FS MEDFORD	US	>50.00	n.a.	n.a.	n.a.	MEDFORD	C	1520	Manufacture of footwear	n.a.	US179612274L	n.a.	2
37.28. 	NIKE FS MILLSTREAM	US	>50.00	n.a.	n.a.	n.a.	LANCASTER	C	1520	Manufacture of footwear	n.a.	US128059037L	n.a.	2
37.29. 	NIKE FS NIAGARA FALLS NY	US	>50.00	n.a.	n.a.	n.a.	NIAGARA FALLS	C	1520	Manufacture of footwear	n.a.	US164286564L	n.a.	2
37.30. 	NIKE FS PHILADELPHIA	US	>50.00	n.a.	n.a.	n.a.	POTTSTOWN	C	1520	Manufacture of footwear	n.a.	US149435562L	n.a.	2
37.31. 	NIKE FS PITTSBURGH	US	>50.00	n.a.	n.a.	n.a.	WASHINGTON	C	1520	Manufacture of footwear	n.a.	US165491853L	n.a.	2
37.32. 	NIKE FS POTOMAC	US	>50.00	n.a.	n.a.	n.a.	WOODBRIDGE	C	1520	Manufacture of footwear	n.a.	US132525167L	n.a.	2
37.33. 	NIKE FS QUEENSTOWN	US	>50.00	n.a.	n.a.	n.a.	QUEENSTOWN	C	1520	Manufacture of footwear	n.a.	US183698061L	n.a.	2
37.34. 	NIKE FS REHOBOTH	US	>50.00	n.a.	n.a.	n.a.	REHOBOTH BEACH	C	1520	Manufacture of footwear	n.a.	US192675861L	n.a.	2
37.35. 	NIKE FS SHREVEPORT	US	>50.00	n.a.	n.a.	n.a.	BOSSIER CITY	C	1520	Manufacture of footwear	n.a.	US131812319L	n.a.	2
37.36. 	NIKE FS SOUTH CHICAGO	US	>50.00	n.a.	n.a.	n.a.	CHICAGO	C	1520	Manufacture of footwear	n.a.	US186340308L	n.a.	2
37.37. 	NIKE FS ST AUGUSTN	US	>50.00	n.a.	n.a.	n.a.	SAINT AUGUSTINE	C	1520	Manufacture of footwear	n.a.	US188849916L	n.a.	2
37.38. 	NIKE FS TUSCOLA	US	>50.00	n.a.	n.a.	n.a.	TUSCOLA	C	1520	Manufacture of footwear	n.a.	US184314639L	n.a.	2
37.39. 	NIKE FS VINELAND	US	>50.00	n.a.	n.a.	n.a.	ORLANDO	C	1520	Manufacture of footwear	n.a.	US133284839L	n.a.	2
37.40. 	NIKE FS VINELAND	US	>50.00	n.a.	n.a.	n.a.	ORLANDO	C	1520	Manufacture of footwear	n.a.	US131025229L	n.a.	2
37.41. 	NIKE FS WOODBURY	US	>50.00	n.a.	n.a.	n.a.	CENTRAL VALLEY	C	1520	Manufacture of footwear	n.a.	US127063711L	n.a.	2
37.42. 	NIKE STORE	US	>50.00	n.a.	n.a.	n.a.	DANVILLE	C	1520	Manufacture of footwear	n.a.	US143295615L	n.a.	2
37.43. 	THE NIKE FACTORY STORE	US	>50.00	n.a.	n.a.	n.a.	SAINT LOUIS	C	1520	Manufacture of footwear	n.a.	US259036688L	n.a.	2
38. 	NIKE IHM	US	>50.00	n.a.	n.a.	n.a.	SAINT CHARLES	C	1520	Manufacture of footwear	n.a.	US125603753L	n.a.	1
	No subsidiaries match the selected criteria in the applied filter.													
39. 	NIKE INC	US	>50.00	n.a.	n.a.	n.a.	BEAVERTON	C	1520	Manufacture of footwear	n.a.	US128229956L	n.a.	1
39.1. 	JUST NIKE INC	US	>50.00	n.a.	n.a.	n.a.	SOUTH SAN FRANCISCO	C	1520	Manufacture of footwear	n.a.	US165417429L	n.a.	2
														
39.2. 	NIKE CANADA DISTRUBUTION	CA	>50.00	n.a.	n.a.	n.a.	SCARBOROUGH	C	1520	Manufacture of footwear	n.a.	CA132706169L	n.a.	2
39.3. 	NIKE COMMUNICATIONS INC	US	>50.00	n.a.	n.a.	n.a.	NEW YORK	C	1520	Manufacture of footwear	n.a.	US127661291L	n.a.	2
39.4. 	NIKE FLIGHT OPERATIONS	US	>50.00	n.a.	n.a.	n.a.	HILLSBORO	C	1520	Manufacture of footwear	n.a.	US128411392L	n.a.	2
39.5. 	NIKE GOLF LEARNING CENTER	US	>50.00	n.a.	n.a.	n.a.	GRAND PRAIRIE	C	1520	Manufacture of footwear	n.a.	US147601419L	n.a.	2
39.6. 	NIKE GOLF SALES WEST	US	>50.00	n.a.	n.a.	n.a.	OXNARD	C	1520	Manufacture of footwear	n.a.	US123715724L	n.a.	2
39.7. 	NIKE GROUP	US	>50.00	n.a.	n.a.	n.a.	NEW YORK	C	1520	Manufacture of footwear	n.a.	US127661293L	n.a.	2
39.8. 	NIKE INTERNATIONAL INC	US	>50.00	n.a.	n.a.	n.a.	HOUSTON	C	1520	Manufacture of footwear	n.a.	US194756727L	n.a.	2
39.9. 	NIKE INTERNATIONAL LTD	US	>50.00	n.a.	n.a.	n.a.	BEAVERTON	C	1520	Manufacture of footwear	n.a.	US289936664L	n.a.	2
39.10. 	NIKE ORLANDO SERVICE CENTER	US	>50.00	n.a.	n.a.	n.a.	ORLANDO	C	1520	Manufacture of footwear	n.a.	US149989993L	n.a.	2
39.11. 	NIKE OUTLET	US	>50.00	n.a.	n.a.	n.a.	PORTLAND	C	1520	Manufacture of footwear	n.a.	US170306472L	n.a.	2
39.12. 	NIKE SHOP	US	>50.00	n.a.	n.a.	n.a.	MIAMI	C	1520	Manufacture of footwear	n.a.	US142444259L	n.a.	2
39.13. 	NIKE SOUTHWEST	US	>50.00	n.a.	n.a.	n.a.	DALLAS	C	1520	Manufacture of footwear	n.a.	US147509537L	n.a.	2
39.14. 	NIKE STORE	US	>50.00	n.a.	n.a.	n.a.	PORTLAND	C	1520	Manufacture of footwear	n.a.	US192673026L	n.a.	2
39.15. 	NIKE STORE PORTLAND	US	>50.00	n.a.	n.a.	n.a.	PORTLAND	C	1520	Manufacture of footwear	n.a.	US241247102L	n.a.	2
39.16. 	NIKE TEAM SPORTS INC	US	>50.00	n.a.	n.a.	n.a.	FOOTHILL RANCH	C	1520	Manufacture of footwear	n.a.	US133142579L	n.a.	2
	No subsidiaries match the selected criteria in the applied filter.													
39.17. 	NIKE TOWN NEW YORK	US	>50.00	n.a.	n.a.	n.a.	NEW YORK	C	1520	Manufacture of footwear	n.a.	US161495229L	n.a.	2
39.18. 	NIKE USA	US	>50.00	n.a.	n.a.	n.a.	MEMPHIS	C	1520	Manufacture of footwear	n.a.	US129250211L	n.a.	2
39.19. 	NIKE USA INC	US	>50.00	n.a.	n.a.	n.a.	BEAVERTON	C	1520	Manufacture of footwear	n.a.	US149207942L	n.a.	2
39.20. 	NIKE WOMENS MARATHON	US	>50.00	n.a.	n.a.	n.a.	SAN FRANCISCO	C	1520	Manufacture of footwear	n.a.	US124168717L	n.a.	2
39.21. 	NIKE WOMENS MARATHON	US	>50.00	n.a.	n.a.	n.a.	SAN FRANCISCO	C	1520	Manufacture of footwear	n.a.	US150051453L	n.a.	2
39.22. 	NIKE WRENTHAM FACTORY STORE	US	>50.00	n.a.	n.a.	n.a.	WRENTHAM	C	1520	Manufacture of footwear	n.a.	US126473397L	n.a.	2
39.23. 	NIKETOWN	US	>50.00	n.a.	n.a.	n.a.	SAN FRANCISCO	C	1520	Manufacture of footwear	n.a.	US124061330L	n.a.	2
39.23.1. 	NIKETOWN CHICAGO	US	>50.00	n.a.	n.a.	n.a.	CHICAGO	C	1520	Manufacture of footwear	n.a.	US129816303L	n.a.	3
39.24. 	NIKEX EQUIPMENT CO	US	>50.00	n.a.	n.a.	n.a.	PORTLAND	C	1520	Manufacture of footwear	n.a.	US128312504L	n.a.	2
39.25. 	NIKEX EQUIPMENT CO INC	US	>50.00	n.a.	n.a.	n.a.	PORTLAND	C	1520	Manufacture of footwear	n.a.	US267391898L	n.a.	2
40. 	NIKE RETAIL SERVICES INC	US	>50.00	n.a.	n.a.	n.a.	BEAVERTON	C	1520	Manufacture of footwear	n.a.	US149146413L	n.a.	1
40.1. 	NIKE RETAIL SERVICES	US	>50.00	n.a.	n.a.	n.a.	LEBANON	C	1520	Manufacture of footwear	n.a.	US147687810L	n.a.	2
40.2. 	NIKE RETAIL SERVICES	US	>50.00	n.a.	n.a.	n.a.	PALO ALTO	C	1520	Manufacture of footwear	n.a.	US203636184L	n.a.	2
40.3. 	NIKE RETAIL SERVICES INC GAT	US	>50.00	n.a.	n.a.	n.a.	ORLANDO	C	1520	Manufacture of footwear	n.a.	US231998858L	n.a.	2
40.4. 	NIKE RETAIL SERVICES INC GAT	US	>50.00	n.a.	n.a.	n.a.	ORLANDO	C	1520	Manufacture of footwear	n.a.	US242334122L	n.a.	2
41. 	SAVIER INC	US	>50.00	n.a.	n.a.	n.a.	BEAVERTON	C	1520	Manufacture of footwear	n.a.	US128299718L	n.a.	1
41.1. 	SAVIER	US	>50.00	n.a.	n.a.	n.a.	PORTLAND	C	1520	Manufacture of footwear	n.a.	US160987929L	n.a.	2
42. 	SP APPAREL INC	CA	>50.00	n.a.	n.a.	n.a.	GRANBY	C	1520	Manufacture of footwear	n.a.	CA149102944L	n.a.	1
43. 	A.S. ROMA MERCHANDISING S.R.L.	IT	-	MO	2.25	2	ROMA	C	4771	Retail sale of clothing in specialised stores	1.68	IT12788071004	0	1
														
44. 	AIR MAX LIMITED	BM	-	MO	n.a.	n.a.	HAMILTON	C	4690	Non-specialised wholesale trade	n.a.	BM26246R	n.a.	1
45. 	ALL STAR C.V.	NL	MO	n.a.	n.a.	n.a.	OREGON	C	7490	Other professional, scientific and technical activities nec	n.a.	NL32168356	n.a.	1
														
46. 	AMERICAN NIKE SL	ES	-	MO	52.95	241	EL PRAT DE LLOBREGAT	C	4616	Agents involved in the sale of textiles, clothing, fur, footwear and leather goods	20.38	ESB59088054	6	1
														
	No subsidiaries match the selected criteria in the applied filter.													
47. 	BRS NIKE TAIWAN INC.	TW	MO	n.a.	n.a.	n.a.	SONGSHAN DIST., TAIPEI CITY	C	4690	Non-specialised wholesale trade	n.a.	TW23928993	n.a.	1
														
48. 	CONVERSE (ASIA PACIFIC) LIMITED	HK	-	MO	n.a.	2	TSIM SHA TSUI	C	4642	Wholesale of clothing and footwear	n.a.	HK0000201849	n.a.	1
														
49. 	CONVERSE CANADA CORP.	CA	MO	n.a.	n.a.	n.a.	HALIFAX	C			n.a.	CALEI349625	n.a.	1
50. 	CONVERSE DO BRASIL LTDA	BR	MO	n.a.	0.92	36	SAO PAULO	C	4642	Wholesale of clothing and footwear	n.a.	BR23541259000145	n.a.	1
														
51. 	CONVERSE FOOTWEAR TECHNICAL SERVICE (ZHONGSHAN) CO LTD	CN	MO	n.a.	n.a.	n.a.		C			n.a.	CN2-95742	n.a.	1
52. 	CONVERSE FRANCE S A S	FR	-	MO	n.a.	n.a.	ST-OUEN-L'AUMONE	C	4618	Agents specialised in the sale of other particular products	n.a.	FR811794940	n.a.	1
														
	No subsidiaries match the selected criteria in the applied filter.													
53. 	CONVERSE HOLDINGS LLC	US	MO	n.a.	n.a.	n.a.	DELAWARE	C			n.a.	US2-95865	n.a.	1
54. 	CONVERSE HONG KONG HOLDING COMPANY LIMITED	HK	-	MO	n.a.	135		C			n.a.	HK0000201868	n.a.	1
55. 	CONVERSE HONG KONG LIMITED	HK	-	MO	n.a.	140		C			n.a.	HK0000201873	n.a.	1
56. 	CONVERSE KOREA LLC	KR	MO	n.a.	n.a.	n.a.		C			n.a.	KR*110154112735	n.a.	1
57. 	CONVERSE RETAIL ITALY S.R.L.	IT	-	MO	n.a.	n.a.	ROMA	C	4642	Wholesale of clothing and footwear	n.a.	IT13808291002	n.a.	1
														
58. 	CONVERSE SPORTING GOODS (CHINA) CO LTD	CN	MO	n.a.	n.a.	n.a.		C			n.a.	CN2-95745	n.a.	1
59. 	F.C. INTERNAZIONALE MERCHANDISING S.R.L.	IT	-	MO	2.83	2	MILANO	C	7740	Leasing of intellectual property and similar products, except copyrighted works	2.8	IT08612120967	0	1
														
60. 	FRENCH FOOTBALL MERCHANDISING SAS	FR	MO	n.a.	n.a.	n.a.		C			n.a.	FR2-95758	n.a.	1
61. 	HURLEY 999 SL	ES	-	MO	8.82	14	EL PRAT DE LLOBREGAT	C	4642	Wholesale of clothing and footwear	10.02	ESB63209084	-1	1
														
62. 	HURLEY PHANTOM CV	NL	MO	n.a.	n.a.	n.a.		C			n.a.	NL2-95788	n.a.	1
63. 	LATAM COMERCIO DE PRODUTOS ESPORTIVOS LTDA.	BR	MO	n.a.	0.46	16	SAO PAULO	C	4764	Retail sale of sporting equipment in specialised stores	n.a.	BR15502863000134	n.a.	1
	No subsidiaries match the selected criteria in the applied filter.													
64. 	NIKE (SWITZERLAND) GMBH	CH	MO	n.a.	n.a.	75	RÜMLANG	C	4649	Wholesale of other household goods	n.a.	CHCHE106089157	n.a.	1
														
65. 	NIKE (THAILAND) LIMITED	TH	-	MO	77.25	n.a.	SATHORN, BANGKOK	C	4771	Retail sale of clothing in specialised stores	43.1	TH0105540077511	12	1
														
66. 	NIKE 360 JORDAN WITH LIMITED LIABILITY	JO	MO	n.a.	n.a.	n.a.		C			n.a.	JO*110154112744	n.a.	1
67. 	NIKE AIR MAX LLC	US	MO	n.a.	n.a.	n.a.	DELAWARE	C			n.a.	US*110154112746	n.a.	1
68. 	NIKE AMPLIFY LLC	US	MO	n.a.	n.a.	n.a.	DELAWARE	C			n.a.	US*110154112747	n.a.	1
69. 	NIKE ARGENTINA SRL	AR	MO	n.a.	n.a.	375	OLIVOS	C	4642	Wholesale of clothing and footwear	n.a.	AR30-67815546-9	n.a.	1
														
70. 	NIKE ASIA HOLDING B.V.	NL	-	MO	n.a.	1	HILVERSUM	C	7010	Activities of head offices	104.55	NL32132605	n.a.	1
71. 	NIKE CA LLC	US	MO	n.a.	n.a.	n.a.		C			n.a.	US2-95867	n.a.	1
72. 	NIKE CANADA CORP.	CA	MO	n.a.	n.a.	n.a.	HALIFAX	C			n.a.	CALEI48579	n.a.	1
73. 	NIKE CANADA HOLDING B.V.	NL	-	MO	n.a.	1	HILVERSUM	F	6420	Activities of holding companies	49.44	NL32124649	n.a.	1
74. 	NIKE CHINA HOLDING HK LIMITED	HK	-	MO	n.a.	n.a.		C			n.a.	HK0000201887	n.a.	1
74.1. 	NIKE COMMERCIAL (CHINA) CO., LTD.	CN	100.00	100.00	1011.7	5600	SHANGHAI	C	4690	Non-specialised wholesale trade	328.66	CN9390465226	32	2
74.2. 	NIKE SPORTS (CHINA) CO., LTD.	CN	100.00	100.00	2858.66	1000	SUZHOU	C	4642	Wholesale of clothing and footwear	1837.78	CN9363203275	457	2
														
75. 	NIKE CODRUS COÖPERATIEF U.A.	NL	MO	n.a.	n.a.	n.a.	HILVERSUM	C	6420	Activities of holding companies	90.81	NL60679263	n.a.	1
75.1. 	NIKE GLOBAL TRADING B.V.	NL	100.00	100.00	n.a.	n.a.	HILVERSUM	C	6420	Activities of holding companies	14.29	NL56033567	n.a.	2
76. 	NIKE COMMERCIAL (CHINA) CO., LTD.	CN	-	MO	1011.7	5600	SHANGHAI	C	4690	Non-specialised wholesale trade	328.66	CN9390465226	32	1
77. 	NIKE CORTEZ	BM	-	MO	n.a.	n.a.	HAMILTON	C	6420	Activities of holding companies	n.a.	BM40096R	n.a.	1
78. 	NIKE CR D.O.O.	HR	MO	n.a.	3.87	26	BUZIN	C	4619	Agents involved in the sale of a variety of goods	1.26	HR89078216952	0	1
														
79. 	NIKE CZECH, S.R.O.	CZ	-	MO	10.52	75	PRAHA 11	C	4616	Agents involved in the sale of textiles, clothing, fur, footwear and leather goods	4.48	CZ24845736	0	1
														
80. 	NIKE DE CHILE LIMITADA	CL	-	MO	37.46	250	SANTIAGO	C			n.a.	CL966756705	n.a.	1
81. 	NIKE DENMARK APS	DK	-	MO	n.a.	31	KOKKEDAL	C	4642	Wholesale of clothing and footwear	9.56	DK12530633	1	1
														
82. 	NIKE DEUTSCHLAND GMBH	DE	-	MO	89.26	322	FRANKFURT	C	4642	Wholesale of clothing and footwear	45.21	DE6070490738	13	1
														
83. 	NIKE DO BRASIL COMERCIO E PARTICIPACOES LTDA	BR	MO	n.a.	6.14	1001	SAO PAULO	C	4642	Wholesale of clothing and footwear	n.a.	BR59546515000134	n.a.	1
83.1. 	NIKE LICENCIAMENTOS LTDA.	BR	-	n.a.	1.69	36	SAO PAULO	C	7740	Leasing of intellectual property and similar products, except copyrighted works	n.a.	BR10548697000193	n.a.	2
														
84. 	NIKE ELEVATE C.V.	NL	MO	n.a.	n.a.	n.a.	BEAVERTON OREGON	C	6420	Activities of holding companies	n.a.	NL60578874	n.a.	1
														
84.1. 	NIKE DEUTSCHLAND GMBH	DE	100.00	100.00	89.26	322	FRANKFURT	C	4642	Wholesale of clothing and footwear	45.21	DE6070490738	13	2
														
85. 	NIKE FINANCE LTD	BM	-	MO	n.a.	n.a.	HILVERSUM	F	6499	Other financial service activities, except insurance and pension funding nec	n.a.	BM27555R	n.a.	1
														
86. 	NIKE FINLAND OY	FI	-	MO	2.62	n.a.	VANTAA	F	4616	Agents involved in the sale of textiles, clothing, fur, footwear and leather goods	4.54	FI08355519	0	1
														
87. 	NIKE FLIGHT	BM	-	MO	n.a.	n.a.	HAMILTON HM	C	6420	Activities of holding companies	n.a.	BM41148R	n.a.	1
